,tweet,type
393,RIP #CharlieHebdo cartoonists. My toon from 2010: http://t.co/ahyyrlN57s,non_rumor
394,"#CharlieHebdo attack, now car set on fire outside synagogue - more Islamist terror in #France? http://t.co/mUjQ9qJdrN http://t.co/kAQrLbZJLy",non_rumor
395,France on high alert after deadly attack on Paris offices of Charlie Hebdo: http://t.co/Cgogt47L5C http://t.co/rzECRqSlwW,non_rumor
396,Map locating the Paris offices of satirical magazine Charlie Hebdo #AFP http://t.co/nJYCABZqAG,non_rumor
397,I am devastated by what just happened in France. #CharlieHebdo http://t.co/IxEbScqYFh,non_rumor
398,"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/u6f5G55osR http://t.co/jEhFMSh0Au",non_rumor
399,"Pres. Obama condemns the #CharlieHebdo attack: Paris ""will endure well beyond the hateful vision of these killers."" http://t.co/Gn69hWYyg2",non_rumor
400,"French MP says those who attacked Charlie Hebdo are murderers and barbarians 
http://t.co/77d5dBBptH",non_rumor
401,"""There are no jokes in Islam."" -Ayatollah Khomeini 
""Every joke is a tiny revolution."" -George Orwell #CharlieHebdo",non_rumor
402,"Everything we know about the #CharlieHebdo attack so far
http://t.co/oqu0qi6N8v http://t.co/uLT5JPOj4t",non_rumor
403,"I am reminded of the words of @stephenfry ...
#JeSuisCharlie http://t.co/MOSenZwI5q",non_rumor
404,Egypt top Muslim institution Al Azhar and the Arab league condemn Paris #CharlieHebdo attack. @akhbar,non_rumor
405,"#JeSuisCharlie #CharlieHebd #ChalieHebdo One Child, one teacher, one book, and one pen,can Change the World -Malala-  http://t.co/I2MpQdnA7G",non_rumor
406,"Brilliant #CharlieHebdo satirists did not attack #Islam, but poked fun @ #intolerance &amp; #extremism of all kind inc #racism &amp; #islamophobia.",non_rumor
407,"RT @froomkin: #CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/cGlB7C9tZ2 http://t.co/RjjZm3r6gb",non_rumor
408,"Salman Rushdie: ""I stand with #CharlieHebdo, as we all must, to defend the art of satire, which has always been a force for liberty""",non_rumor
409,"Among those killed in #CharlieHebdo shooting: the editor-in-chief, a graphic artist and at least one police officer http://t.co/wXpLIyAxdq",non_rumor
410,New Yorker cartoon. Seems particularly relevant after #CharlieHebdo attack. http://t.co/9HbdyH2iMz,non_rumor
411,"Rushdie: ""Religion, a mediaeval form of unreason, when combined with modern weaponry becomes a real threat to our freedoms"" #CharlieHebdo",non_rumor
412,12 people have reportedly been killed in a shooting at French satirical magazine Charlie Hebdo http://t.co/j5QlD3v5IS http://t.co/eXEx2Sm7K5,non_rumor
413,"Rushdie: ""Religions, like all other ideas, deserve criticism, satire, and, yes, our fearless disrespect"" #CharlieHebdo",non_rumor
414,"Does Free Speech need defending? 10 magazine editors gunned down over satirical cartoons. Yes, it needs defending. https://t.co/mvr6JSGhzf",non_rumor
415,A 2012 cartoon by the @NewYorker - well worth remembering today #CharlieHebdo #ParisShooting http://t.co/6gOnSwwRfC,non_rumor
416,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/XyARpX72q7 http://t.co/HrxLhw9H4V,non_rumor
417,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/6Cut73pm7O http://t.co/mHK5rUbMTa,non_rumor
418,"""I strongly condemn the horrific shooting"" at the offices of #CharlieHebdo, US President Obama says http://t.co/Z0Kp0ZjMGs",non_rumor
419,Is this the day that free speech died a little? @NewYorker cartoonist's poignant response to the #CharlieHebdo attack http://t.co/11lRJ4A0yZ,non_rumor
420,"Those who died at #CharlieHebdo will live forever, because pens are more powerful than guns. Don't ever let terror make you think otherwise.",non_rumor
421,Please RT petition calling for solidarity w #CharlieHebdo https://t.co/1YiIfUdPW4 … @MaryamNamazie @NickyAACampbell @FFRF @OpenlySecular,non_rumor
422,"#CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees” http://t.co/RYrHlAVy7t http://t.co/cxsHfJVlrn /ht @froomkin",non_rumor
423,#JeSuisCharlie trends after brutal shooting at #CharlieHebdo magazine http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h,non_rumor
424,Here's the @NewYorker cartoonist's response to the #CharlieHebdo attack: https://t.co/feyRMwyCUi,non_rumor
425,"A cartoon, in solidarity http://t.co/YaRWaoSlcw #CharlieHebdo http://t.co/tgi2au6hp3",non_rumor
426,Salman Rushdie: “Respect for religion” has become a code phrase meaning “fear of religion.” #CharlieHebdo,non_rumor
427,I may not agree with what you say but will defend your right to say it - Voltaire #JeSuisCharlie #LibertéDexpression http://t.co/rSbYpPGyfq,non_rumor
428,"Bob Mankoff, New Yorker cartoon editor #JeSuisCharlie http://t.co/dK40qynqvu",non_rumor
429,"Incredible to see universal outrage in #Europe over #CharlieHebdo, but double standards when it comes to #Palestinian attacks on #Israel.",non_rumor
430,"What the Quran actually commands Muslims to do when it or the Prophet ﷺ are ridiculed.
#CharlieHebdo #ParisShooting http://t.co/562FUFPf76",non_rumor
431,OMG! At least one MSM publication has done the unthinkable! Navbharat Times has posted the #CharlieHebdo cartoons! http://t.co/UZ4DrQqDNO,non_rumor
432,The #CharlieHebdo shooting is an act of terror - violence with a political motive - but well within our existing threat assessment.,non_rumor
433,Over 65k Twitter users show solidarity with French satirical magazine #CharlieHebdo http://t.co/Rgy00SExUr http://t.co/GdRMUbB9c6,non_rumor
434,Pictures from the scene: Gunmen attack Paris #CharlieHebdo office http://t.co/lCnsyqkc3y http://t.co/JwbND2MkUs,non_rumor
435,"""Our thoughts and prayers are with the victims of this terrorist attack and the people of France"" -Pres. Obama statement on #CharlieHebdo.",non_rumor
436,"When freedom is attacked, stand up, stand together, and stand strong. Ignorance, evil, stupidity, extremism... Enough! #CharlieHebdo",non_rumor
437,"If Hindus were not tolerant, this would have been the fate of Hirani &amp; Aamir. #CharlieHebdo
#ParisShooting http://t.co/tIF56s3Pho",non_rumor
438,"As a Muslim, killing 12 innocent people in the name of Islam is much, much more offensive to than any cartoon can ever be #CharlieHebdo",non_rumor
439,Dr Ali from the Irish Islamic Culture Centre just said he would seek legal advice if any journalist tweets one of #CharlieHebdo cartoons.,non_rumor
440,Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ,non_rumor
441,"Every religion is mocked - Judaism, Christianity, Buddhits, Muslims - but only #Islamists who resort to such brutal terror! #CharlieHebdo",non_rumor
442,Papers covering the #CharlieHebdo story without publishing the cartoons aren't curbing terrorism - they are victims of it.,non_rumor
443,A picture that sums up #islam. #CharlieHebdo http://t.co/hx7uzbIEXM,non_rumor
444,Why #CharlieHebdo magazine was targeted for the attack: http://t.co/3s9g3KumkJ #ParisShooting http://t.co/sixK6vrTmI,non_rumor
445,Any faith that cannot withstand humor (even vicious humor) is a pathetic faith. Satire can help religion see our own flaws.  #CharlieHebdo,non_rumor
446,"A satire on Mohammed can get you killed. A satire on Hindu God can get You 300 Crs!
 And still Hindus should learn tolerance?
#CharlieHebdo",non_rumor
447,How President Obama Sold Out Charlie Hebdo http://t.co/MTKYYiYqdw,non_rumor
448,Paris terrorist attack kills 4 cartoonists including chief editor: Sources http://t.co/s5RUZhL4m3 #CharlieHebdo http://t.co/F5YD2W8h8I,non_rumor
449,"Why Muslims should embrace free speech, even if it includes insults to their Prophet http://t.co/S12EYrY2Qs #CharlieHebdo",non_rumor
450,The East London Mosque would like to offer its sincere condolences to the families of those killed during the #CharlieHebdo attacks (1/2),non_rumor
451,There can be no justification whatsoever for such taking of life #CharlieHebdo (2/2),non_rumor
452,"You can take offence, disapprove, demonstrate; but not silence or kill. We will not be intimidated. #JeSuisCharlie http://t.co/uil7iv8zaF",non_rumor
453,"Horrific attack on France and free speech. France, the cradle of press freedom. Deep condolences and solidarity. #CharlieHebdo",non_rumor
454,President Obama's statement on the #CharlieHebdo shooting makes no mention of freedom of speech or the press.,non_rumor
455,"""I strongly condemn the horrific shooting at the offices of Charlie Hebdo magazine in Paris"" —President Obama http://t.co/qr9zeGU04o",non_rumor
456,White House responds to shooting at Paris offices of #CharlieHebdo. http://t.co/Cd0y6NAOvE http://t.co/K7rP2sQKeY,non_rumor
457,"6 days after Charlie Hebdo's 2011 firebombing, it ran an image of a cartoonist kissing a jihadi, with caption: Love is stronger than hate",non_rumor
458,Mayor of Paris Anne Hidalgo calls for march on Thursday through Paris's Republic Square after #CharlieHebdo attack http://t.co/hnWeVCLDRy,non_rumor
459,Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre http://t.co/g16D4XMWhk http://t.co/cf7fHuDXfB,non_rumor
460,The little weapon! #CharlieHebdo #cartoon http://t.co/VFFZD2f8Rz,non_rumor
461,Paris #CharlieHebdo attack: This is the worst act of terrorism in France for 50 years http://t.co/JO1hyB4vjj http://t.co/GPrxnlMx7a,non_rumor
462,Sunni extremists behind #CharlieHebdo attack have no issues mocking Shia holy figures in their own cartoons: @AgMahdi http://t.co/9L9jePj8nb,non_rumor
463,White House @PressSec says shooting at #CharlieHebdo office seems to be an attack on freedom of press. #ParisShooting http://t.co/zulRpKriuv,non_rumor
464,"""I may not agree with what you say but will defend your right to say it."" - Voltaire #shocked #JeSuisCharlie http://t.co/DtA3cdpUhU",non_rumor
465,"Standing up for freedom of speech, I am tweeting the #CharlieHebdo cartoon  http://t.co/iYEyRxeaDk My homage to the French martyrs",non_rumor
466,"As a Muslim, I condemn the cruel attack on #CharlieHebdo &amp; offer condolences to the French people.
The ""Islam"" of the murderers is not mine.",non_rumor
467,UKIP's Culture Spokesman @prwhittle: Freedom is the very bedrock of Western democracy. It is non-negotiable. #CharlieHebdo,non_rumor
468,New Yorker's reaction to #CharlieHebdo shooting http://t.co/FwtnxbbNYq,non_rumor
469,"Salman Rushdie: ""Satire has always been a force for liberty and against tyranny, dishonesty and stupidity"" #CharlieHebdo",non_rumor
470,"""Our thoughts are w/our allies over in France,"" @WhiteHouse spokesman says. http://t.co/oIBZTyu4kL #CharlieHebdo
https://t.co/sS7gDSD1tq",non_rumor
471,"Again, when a cartoon is worth 1000 words | By Robert Mankoff The  @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff) http://t.co/HcY9M1A9QH",non_rumor
472,"Freedom of expression, it seems, should not be taken for granted. RIP to those who died defending it. #JeSuisCharlie http://t.co/MexshKELgv",non_rumor
473,"#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending http://t.co/k5ArXMMyr9 http://t.co/ZFQ8krnE7U",non_rumor
474,"Globally, cartoonists like @na_dessinateur are paying homage to their peers killed in #CharlieHebdo attack http://t.co/tuyqIzp2gi",non_rumor
475,"A satire on Mohammed can get you killed. A satire on Hindu God can get You 300 Crs! And still Hindus should learn tolerance?
#CharlieHebdo",non_rumor
476,'We should be able to satirise religion - religion should be able to cope' http://t.co/mgu7P5oMs7 (Pic: F Strazzari) http://t.co/UhvArPhM38,non_rumor
477,Now's a good time to read Christopher Hitchens' case for mocking religion: http://t.co/x9gPr2Y9Y1 #CharlieHebdo #StandWithCharlieHebdo,non_rumor
478,"Re: Charlie Hebdo
Seriously. If your god &amp;/or prophet needs armed men to protect him from cartoons, it pretty much says he's a huge pussy.",non_rumor
479,"This HAS to stop. 

#CharlieHebdo http://t.co/lPrNCPNB5E",non_rumor
480,"MT @KreaseChan The sort of free expression all authoritarians tolerate, from Syrian artist Ali Farzat. #JeSuisCharlie http://t.co/PSFNDuLUw6",non_rumor
481,"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!"" http://t.co/ausIfclXrF",non_rumor
482,"Proud of NDTV for upholding India's SECULAR credentials! Nidhi Razdan: ""NOTORIOUS French magazine attacked by armed men""!! #CharlieHebdo",non_rumor
483,"Web strongly condemn this terrorist attack on the Charlie Hebdo
http://t.co/cB3mSZwiaE http://t.co/zaZAXvOkv9",non_rumor
484,"If Indian Media is standing for #CharlieHebdo &amp; Freedom of Speech, lets ask them to publish the said cartoon right now. #ParisShooting",non_rumor
485,"Calls for ""every newspaper in Europe"" to print Charlie Hebdo cartoons http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h #JeSuisCharlie",non_rumor
486,"Americans, rest assured that if we could've prevented today's Paris terrorist attack by waterboarding, we wouldn't. Too mean.",non_rumor
487,"Man urinates in the mosque! Prophet asks to let him to finish, then wash it away. Then sits and calmly explains to him. #CharlieHebdo",non_rumor
488,Twitter users are expressing solidarity with #CharlieHebdo by using the hashtag #JeSuisCharlie http://t.co/ntUIIhJvl6 http://t.co/kNVlKi7hNe,non_rumor
489,"Counter terrorism expert Colonel Mike Dewar says Paris will have been put on ""virtual shutdown"" #CharlieHebdo http://t.co/qDOohI456v",non_rumor
490,The only way Global Media can pay respect to #CharlieHebdo martyrs is by reprinting and republishing them. Again &amp; again &amp; again &amp; again....,non_rumor
491,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,non_rumor
492,"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013) http://t.co/MptFsbYWEz",non_rumor
493,"The Prophet ﷺ was insulted &amp; hit by stones, till his body was covered in blood. Yet he forgave them, and prayed for them. #CharlieHebdo",non_rumor
494,Murderers hijacked religion just as the far-right will hijack the murders. Cycle of hate. #CharlieHebdo,non_rumor
495,"Man compares the Prophet to a dog! He prays for his forgiveness; has him buried in his own cloak, and prays upon his funeral. #CharlieHebdo",non_rumor
496,#CharlieHebdo editor-in-chief: 'How people can attack a newspaper. A newspaper is not a weapon of war.' http://t.co/K7ZHV9C27F,non_rumor
497,"Brilliant: Bob Mankoff, New Yorker cartoon editor #CharlieHebdo http://t.co/hlGxq0Uf7e",non_rumor
498,It's really important to spread news of all the Muslims who are condemning the mass murder at #CharlieHebdo http://t.co/9gzWACXGq1,non_rumor
499,"More than the terrorist, its people like @SudheenKulkarni who are Blot on the society.
#ParisShooting #CharlieHebdo http://t.co/8eB7ewyi9W",non_rumor
500,Photos from scene of deadly attack by gunmen at Paris offices of newspaper Charlie Hebdo. http://t.co/E1zzO50LxX http://t.co/zzzDoDHCSi,non_rumor
501,"#France update: Car on fire in at synagogue in Paris is an accident, not related w/#CharlieHebdo - #Sarcelles Mayor http://t.co/zk3EY3XHxY",non_rumor
502,Imagine the thousands of Muslims living in France whose lives will never be the same after today. #CharlieHebdo,non_rumor
503,#CharlieHebdo Shooting Video. Uncensored Full version here: http://t.co/TRi2N3fPra   #franceattack #ParisShooting http://t.co/ynBHkoRI5N,non_rumor
504,"#CharlieHebdo’s Charb who was massacred today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds http://t.co/edIZbJEvja",non_rumor
505,The @NewYorker cartoonist's response to the #CharlieHebdo attack: https://t.co/0gseord87R,non_rumor
506,"Charlie Hebdo: Now is the time to uphold freedoms, not give in to fear, says @simonjenkins4 http://t.co/xWiDzJ5Poa",non_rumor
507,Man violently lifts the Prophet up by the lapels of his cloak asking for money! He smiles and gives him more than he's due. #CharlieHebdo,non_rumor
508,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/YRxTwsNu5q,non_rumor
509,"Religion of peace back at work. Muslims attack French magazine that mocked Muhammad, killing 12 #CharlieHebdo #ParisShooting",non_rumor
510,"""But who wants the English in Europe?"" Quite enjoying some of these #CharlieHebdo covers: https://t.co/p0QS7l0q1H http://t.co/GmzJnnhwc3",non_rumor
511,"The Prophet ﷺ said:""Whoever curses a Prophet, kill him. Whoever curses my Companions, beat him""
[At-Tabarani and ad-Daraqutni]
#CharlieHebdo",non_rumor
512,I see this cartoon by @Shawtooner is doing the rounds. And rightly so. #JeSuisCharlie http://t.co/bGFdkOdIYf,non_rumor
513,"#JeSuisCharlie Charb who was assassinated today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds http://t.co/L5yVsCOedk",non_rumor
514,Statement on appalling attack against #CharlieHebdo http://t.co/Ic5TSVhO0f,non_rumor
515,"I hope one day no one will insult the Prophet, not because of terrorist threats but because he is universally respected. #CharlieHebdo",non_rumor
516,#JeSuisCharlie: The internet unites against #CharlieHebdo terrorists. http://t.co/09yiJPKVU2 http://t.co/Lz2xkzisq3,non_rumor
517,"If you are not condemning the #Islamic ideology that killed 12 at #CharlieHebdo, your sympathy doesn't mean shit.
Support #FreeSpeech.",non_rumor
518,The attack on Charlie Hebdo is an attack on freedom: The leading article from the new Spectator magazine: http://t.co/shBDPyy4et,non_rumor
519,"#CharlieHebdo Shooting Video Uncensored: http://t.co/6m6DuFb8i3
#ParisShooting #parisattack #franceattack #FranceShooting",non_rumor
520,"One of my favourites, particularly relevant right now #CharlieHebdo http://t.co/dKHOOqPJIL",non_rumor
521,Charlie Hebdo's latest issue. They made fun of all religions... http://t.co/FdMHriGpzh,non_rumor
522,"Until then, let's riot and burn embassies and then wonder why people disrespect our Prophet. #CharlieHebdo #Facepalm",non_rumor
523,"Danish paper that published Mohammed cartoons ups security after #CharlieHebdo attack
http://t.co/PcUCgT7OMd #AFP",non_rumor
524,"Does somebody want to tell me how ISIS isn't Islam again, after murdering 12 in #France over a cartoon over muhammed? http://t.co/rmgzDNrJVO",non_rumor
525,"As a human, I condemn today's terrorist act. As a Muslim, I damn those who commit terrorism in #Islam's name #JeSuisCharlie #CharlieHebdo",non_rumor
526,"The controversial history of France's ""Charlie Hebdo"" http://t.co/pzIz1L6X9k",non_rumor
527,"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie http://t.co/eC2DR9a1tb",non_rumor
528,"These four pillars of press freedom gone...
#CharlieHebdo http://t.co/eLaGHYVrHN",non_rumor
529,Sally Kohn compares today's #CharlieHebdo attack to all the 'Christians or Jews killing in name of religion' http://t.co/v3ScYGoWOX,non_rumor
530,"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4 http://t.co/qlYAT1a4bq http://t.co/JBDj5RX0aT",non_rumor
531,My deepest condolences to those in Paris &amp; #CharlieHebdo! Over a cartoon!??... What happened to #FreedomOfSpeech ? http://t.co/xCiLxvTlk4,non_rumor
532,This http://t.co/yAKOt5aARE #JeSuisCharlie http://t.co/hUYhnDDBSf,non_rumor
533,Charlie Hebdo attack: huge man hunt underway in #Paris  – live updates http://t.co/IS5Lb1zfbH,non_rumor
534,Video purportedly shows gunmen fleeing after opening fire at #CharlieHebdo offices in France. http://t.co/yNCZFyhV5a http://t.co/5M9IGKUGWR,non_rumor
535,"I don't need Muslims to ""condemn"" acts of Islamic terror, I need Muslims to stop committing acts of Islamic terror. #CharlieHebdo",non_rumor
536,"even after #CharlieHebdo massacre,journalists like @sagarikaGhose (in todays #HindustanTimes) wl continue t defend #islam &amp; run down Hindus",non_rumor
537,'Journalism is printing what someone else does not want printed: everything else is public relations' - Orwell #JeSuisCharlie,non_rumor
538,Post the caricatures in solidarity and respect for the heroes from the satiric magazine #CharlieHebdo http://t.co/Ts1qzQKGtV,non_rumor
539,Twitter campaign launched  following #CharlieHebdo massacre with #JeSuisCharlie (IAmCharlie). http://t.co/b1YcqtC5LE http://t.co/GrFOgOnKRh,non_rumor
540,Breaking: Sources tell @praveenswami #CharlieHebdo attack ws petty robbery! Cong demands French Govt give proof attackers are terrorists,non_rumor
541,"France, turning on your own Muslim citizens &amp; ""blaming Islam"" for #CharlieHebdo feeds the extremists' agenda. Don't help them.",non_rumor
542,"Dear #ISIS, If you can't handle being lampooned then you are not ready to be politically relevant. #CharlieHebdo http://t.co/zLmUQr0uh1",non_rumor
543,"""Now they're gonna think we're all bad guys"", a Muslim bar owner from the neighborhood told me #CharlieHebdo",non_rumor
544,Executing unarmed cartoonists can never be the will of any God. #CharlieHebdo,non_rumor
545,"AP took &gt;4 photos of Charb with the famous cover. UK papers are, AFAIK, only using bottom right one. #CharlieHebdo http://t.co/aKpB615dim",non_rumor
546,"#Charlie Hebdo are not just journalists, they are the bravest activists here in #france. love you all",non_rumor
547,"""This is not a religion"" Important to remember in times like this. #CharlieHebdo http://t.co/h2va5LS6Yb",non_rumor
548,Cartoonists Georges Wolinski and Cabu are among victims of attack on #CharlieHebdo in Paris http://t.co/EJ0gGFsRZ1 http://t.co/42xHoEocru,non_rumor
549,We stand w/the int'l community in defense of freedom of press. Our thoughts R w/the victims &amp; families #CharlieHebdo http://t.co/dymLeiXPy1,non_rumor
550,"#CharlieHebdo's editor Charb, assassinated today, said in 2012:""I prefer to die standing than to live on my knees.""
http://t.co/2RDzpf14VR",non_rumor
551,"The more I read the more gut wrenchingly depressing it is. Killing people for fun using religion as an excuse. Tossers
#JeSuisCharlie",non_rumor
552,#JeSuisCharlie part 2. Retweet everywhere in honor of the fabulous satirists under attack http://t.co/Uvox0Wu68m,non_rumor
553,A woman in Paris stands with a #JeSuisCharlie sign http://t.co/UjZwZF28Iq  #CharlieHebdo http://t.co/XOepEXqtHR,non_rumor
554,"Sad truth, is that if u crticize #islam even after #CharlieHebdo massacre, u wl still b labeled 'right wing fanatic' or islamophobic!",non_rumor
555,The magazine attacked in Paris has a history of bold satire http://t.co/8cmAy23or3 #CharlieHebdo #ParisShooting http://t.co/HNJnTPQi6Z,non_rumor
556,"A dark day for freedom of expression, an appalling human tragedy. #JeSuisCharlie #CharlieHebdo http://t.co/IaTCXg8iD4",non_rumor
557,"Dear editors: every time your media organization censors a #CharlieHebdo cartoon, you are enabling and justifying mass murder. Love, Josh",non_rumor
558,Car used by gunmen in #CharlieHebdo attack removed by police from road in northern Paris http://t.co/AQAzDDybrM http://t.co/OGr27G6pRQ,non_rumor
559,People died today for telling jokes. #CharlieHebdo,non_rumor
560,"“If liberty means anything at all, it means the right to tell people what they do not want to hear.” (George Orwell) #CharlieHebdo",non_rumor
561,"@FT's Tony Barber describes #CharlieHebdo as ""editorially foolish"" and ""stupid""  http://t.co/dFan6rptkM http://t.co/cmiaUNA0eO",non_rumor
562,In 2012 the Syrian Presidents warned western governments not to back terrorism in #Syria http://t.co/ODuc7rvFNV #CharlieHebdo #ParisShooting,non_rumor
563,"New York, London, Paris, Bali, Madrid... These attacks &amp; many, many more brought 2 you courtesy of Muslim terrorists. http://t.co/QzHXkCKUZz",non_rumor
564,FLASHBACK: White House condemns #CharlieHebdo cartoons (9/9/12) http://t.co/4YbAJRGwXb,non_rumor
565,The #CharlieHebdo magazine covers the Islamic terrorists didn't want you to see http://t.co/AUkRckrdOJ http://t.co/bpmGf56tAa,non_rumor
566,".@USEmbassyFrance changes its avatar on Twitter to ""Je Suis Charlie"" after attack on #CharlieHebdo. http://t.co/zX8Faxp0Zm",non_rumor
567,"""You can't kill satire. You can only prove its point."" -- @LOLGOP

#CharlieHebdo #JeSuisCharlie http://t.co/T5APwBfX6m",non_rumor
568,"4 #CharlieHebdo cartoonists killed
- Charb
- Cabu
- Tignous
- Georges Wolinski
#JeSuisCharlie http://t.co/ZpZsNMOBfv http://t.co/eVrDAcP3JV",non_rumor
569,"Remembering the four French ""Charlie Hebdo"" cartoonists killed in terror attack today http://t.co/nv5A2qKNQN http://t.co/TZovXRJpVp",non_rumor
570,This Michael Shaw cartoon from the @NewYorker archives says a little and says a lot. #charliehebdo http://t.co/FqL1EhMLwj,non_rumor
571,"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4 http://t.co/QM0potblMy http://t.co/sb1rpDjJjv",non_rumor
572,The problem isn’t Islam. The problem is assholes. Every religion has ‘em. #JeSuisCharlie,non_rumor
573,"When you feel justified in killing people over cartoons, you have clearly lost your mind. #CharlieHebdo",non_rumor
574,#JeSuisCharlie: Messages of solidarity after Paris attack http://t.co/w1K5T3icfk http://t.co/xj3UZ6kY7c,non_rumor
575,"Oh, and the cover of today's edition of Charlie Hebdo mocked Michel Houellebecq for writing an Islamophobic novel... http://t.co/moLfdEMlpM",non_rumor
576,#CharlieHebdo I am speechless http://t.co/npSgKX2zYE,non_rumor
577,"Stop saying #CharlieHebdo was ""known for mocking Muslims."" They mocked EVERYONE.",non_rumor
578,"Here's my brief statement about the awful events in Paris. Vive Charlie Hebdo!
 http://t.co/kspeTLCQ78",non_rumor
579,Please Retweet - to show your support for #FreedomOfSpeech ! #ParisShooting #RedNationRising #RIP #CharlieHebdo http://t.co/QZw0kjw7C2,non_rumor
580,"#CharlieHebdo's editor Charb, assassinated today, said in 2012:""I prefer to die standing than to live on my knees."" http://t.co/fopZNpukcJ",non_rumor
581,US Embassy in Paris changes Twitter pic to #JeSuisCharlie @USEmbassyFrance http://t.co/amZEARKIHq,non_rumor
582,"Radicals were upset #CharlieHebdo portrayed Islam as a violent religion in their cartoons,so they killed the journalists to prove 'em wrong.",non_rumor
583,Here is a 1st list of the demonstrations planned today throughout France to pay tribute to #CharlieHebdo &amp; to protest http://t.co/4HvlTG6Jvn,non_rumor
584,"Sorry, tweeting #JeSuisCharlie doesn't cut it. That doesn't defy Islamism. It's pretend courage. Publish the cartoons http://t.co/191gZiXJFJ",non_rumor
585,"If your argument involves silencing critics by murdering them, then you have irretrievably lost the argument. #CharlieHebdo",non_rumor
586,I condemn #CharlieHebdo shooting.. I also don't accept naming it Islamic Terrorism #NotInMyName,non_rumor
587,FT: Charlie Hebdo was drunk and wearing a short skirt https://t.co/FDSr82rCDv,non_rumor
588,"#CharlieHebdo editor, assassinated today, said in 2012: ""I prefer to die standing than to live on my knees."" http://t.co/B3tWnIyYN9",non_rumor
589,"President Obama condemns Paris attack, calls it 'terrorist attack' &amp; pledges U.S. assistance: http://t.co/MY0hCwAzu8 http://t.co/ZtcYlciEBA",non_rumor
590,"BREAKING: Charlie Hebdo editor and cartoonist Stephane Charbonnier among dead in attack on magazine, police say. http://t.co/ak9mTVfJdR",non_rumor
591,"The silence you hear is 2,000,000,000 Muslims not condemning this terror attack.

#CharlieHebdo",non_rumor
592,"Can't sleep tonight, thoughts with my French cartooning colleagues, their families and loved ones #CharlieHebdo http://t.co/LqIMRCHPgK",non_rumor
593,"I'm a Muslim journalist. Although I disagree w/ anti-Islam cartoons, my faith compels me to respect the rights of others. #JeSuisCharlie",non_rumor
594,Terror has no religion. Prophet has been Avenged. #CharlieHebdo #ParisShooting http://t.co/pi4ttSdQs3,non_rumor
595,"RT@davpope
Can't sleep tonight, thoughts with French cartooning colleagues, their families &amp; loved ones #CharlieHebdo http://t.co/b73Ni09utE",non_rumor
596,An attack on democracy: #AFP's staff common reaction to the barbaric attack against the #CharlieHebdo weekly. http://t.co/oO2ASOQxOB,non_rumor
597,#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/LPHAMs6eNA,non_rumor
598,Free speech must not be silenced in the wake of Charlie Hebdo attack http://t.co/PcnpZcD9iM,non_rumor
599,#JeSuisCharlie trends worldwide: Online solidarity after Charlie Hebdo attack http://t.co/q1yC7tmhDN http://t.co/nvrKqRY6EL,non_rumor
600,"Cartoon by Australian artist @davpope - ""can't sleep, thoughts with my French cartooning colleagues"" #CharlieHebdo http://t.co/GHWJYbFOg7",non_rumor
601,#CharlieHebdo tweeted this cartoon minutes before the attack: http://t.co/suTXnFLoPs http://t.co/vOzw6ecOtO,non_rumor
602,"I noted the BBC kept emphasising how #CharlieHebdo liked to ""provoke"". Almost as IF they deserved it? Sickening dhimmified BBC.",non_rumor
603,What jihadists are saying about the deadly attack on French magazine Charlie Hebdo http://t.co/52DsuKv9X4 http://t.co/peQ2pCpHvo,non_rumor
604,Get the #CharlieHebdo cover on the front page of all our newspapers tomorrow. Solidarity triumphs evil. Like paper beats rock.,non_rumor
605,"Angela Merkel condemned the #CharlieHebdo attack on ""freedom of speech and the press."" Obama did not. Shameful.",non_rumor
